0 1720 01007 44140
1 668 01010 44140
2 50 01013 44140
3 50533 01013 44140
4 30091 01020 44140
5 60 01020 44140
6 20956 01027 44140
7 749 01036 44140
8 785 01040 44140
9 1979 01062 44140
10 1817 01062 44140
11 50948 01073 44140
12 1718 01075 44140
13 20357 01085 44140
14 30781 01085 44140
15 1605 01089 44140
16 1270 01089 44140
17 1052 01095 44140
18 1280 01106 44140
19 621 01109 44140
20 1851 01109 44140
21 50306 01119 44140
22 80230 01201 47580
23 788 01219 35620
24 1199 01230 38340
25 1170 01243 38340
26 722 01245 38340
27 30182 01247 38340
28 247 01254 38340
29 62 01262 38340
30 51829 01301 44140
31 2001 01331 49340
32 575 01331 49340
33 30027 01331 49340
34 160 01376 44140
35 449 01420 49340
36 633 01420 49340
37 544 01432 14460
38 502 01440 49340
39 543 01440 49340
40 1153 01451 49340
41 721 01453 49340
42 1785 01453 49340
43 869 01453 49340
44 30518 01453 49340
45 642 01462 49340
46 898 01462 49340
47 80558 01501 49340
48 647 01510 49340
49 2518 01510 49340
50 30066 01510 49340
51 51040 01532 49340
52 638 01540 38860
53 2013 01545 49340
54 30232 01548 0
55 1169 01562 49340
56 10874 01566 49340
57 310 01569 49340
58 622 01581 49340
59 1539 01585 49340
60 261 01604 49340
61 31382 01604 49340
62 30950 01607 49340
63 807 01609 49340
64 30947 01610 49340
65 30092 01701 14460
66 3022 01701 14460
67 1282 01742 14460
68 553 01747 49340
69 1909 01749 14460
70 30097 01754 14460
71 21300 01757 49340
72 20945 01757 49340
73 10532 01760 44140
74 1328 01826 14460
75 675 01826 14460
76 759 01826 14460
77 834 01827 14460
78 30160 01827 14460
79 522 01830 14460
80 1161 01833 14460
81 1407 01843 14460
82 1466 01843 14460
83 472 01844 14460
84 1049 01844 14460
85 1129 01844 14460
86 1750 01844 14460
87 1435 01844 14460
88 20217 01845 14460
89 1211 01845 14460
90 937 01850 14460
91 62 01851 14460
92 38 01852 14460
93 52 01854 14460
94 1047 01862 14460
95 1359 01864 14460
96 59 01864 14460
97 80749 01876 14460
98 20284 01880 14460
99 44 01887 14460
100 1731 01896 14460
101 1363 01902 14460
102 2814 01905 14460
103 1182 01906 14460
104 822 01930 14460
105 1137 01930 14460
106 831 01940 14460
107 1430 01945 14460
108 1068 01946 0
109 1413 01960 14460
110 20156 01969 14460
111 1173 01984 14460
112 972 01984 14460
113 80457 01984 14460
114 50657 02021 14460
115 1326 02021 14460
116 1409 02021 14460
117 304 02025 14460
118 80560 02025 14460
119 1351 02026 14460
120 20593 02038 14460
121 1104 02038 14460
122 10076 02038 14460
123 11 02050 14460
124 1774 02056 14460
125 990 02056 14460
126 866 02067 14460
127 1350 02067 14460
128 2607 02072 14460
129 2510 02081 14460
130 10286 02081 14460
131 20793 02090 14460
132 2345 02090 14460
133 21399 02114 14460
134 20666 02115 31340
135 1157 02115 14460
136 50483 02115 14460
137 20609 02115 35620
138 1244 02119 14460
139 51056 02120 14460
140 3028 02122 14460
141 20613 02124 14460
142 20796 02124 14460
143 10822 02127 39300
144 174 02132 14460
145 20763 02134 14460
146 80348 02134 14460
147 965 02135 14460
148 20269 02135 14460
149 985 02138 14460
150 80248 02138 14460
151 1643 02139 14460
152 1575 02139 14460
153 20750 02139 14460
154 20339 02141 47900
155 1370 02144 14460
156 1466 02144 14460
157 132 02148 14460
158 1106 02150 14460
159 559 02155 14460
160 77 02155 14460
161 10957 02155 14460
162 808 02169 14460
163 80579 02170 14460
164 30189 02180 14460
165 1053 02184 14460
166 1151 02189 14460
167 1416 02190 14460
168 10866 02191 14460
169 764 02301 14460
170 80078 02302 14460
171 21163 02333 14460
172 979 02351 14460
173 1994 02351 12700
174 1480 02359 14460
175 30127 02359 14460
176 30028 02360 14460
177 779 02360 14460
178 319 02360 14460
179 327 02360 14460
180 31426 02360 14460
181 615 02364 14460
182 2070 02370 14460
183 50131 02379 14460
184 1735 02421 39300
185 474 02421 14460
186 924 02451 14460
187 25 02452 14460
188 78 02453 14460
189 784 02458 14460
190 1239 02464 14460
191 31401 02476 14460
192 31377 02481 14460
193 752 02491 28740
194 50675 02492 14460
195 10893 02492 14460
196 10759 02493 14460
197 522 02493 14460
198 31 02534 12700
199 474 02535 0
200 861 02537 12700
201 80726 02537 39300
202 605 02554 0
203 2808 02556 12700
204 1479 02601 12700
205 30074 02638 12700
206 24 02641 12700
207 21550 02644 12700
208 72 02645 12700
209 78 02645 12700
210 1959 02652 12700
211 21075 02660 12700
212 41 02664 12700
213 1455 02671 12700
214 1665 02673 12700
215 770 02702 39300
216 21509 02703 39300
217 20802 02703 14460
218 30192 02708 39300
219 1261 02715 39300
220 1177 02719 39300
221 21289 02720 12700
222 351 02726 39300
223 462 02738 14460
224 1096 02739 14460
225 2986 02740 39300
226 363 02740 39300
227 1785 02748 39300
228 593 02764 39300
229 30725 02766 39300
230 906 02767 39300
231 50016 02780 39300
232 574 02806 39300
233 31168 02809 39300
234 3055 02814 14460
235 958 02816 39300
236 302 02818 39300
237 150 02818 39300
238 494 02822 39300
239 1704 02831 39300
240 85 02840 39300
241 30536 02840 39300
242 2099 02861 39300
243 180 02864 39300
244 2526 02865 39300
245 30165 02871 39300
246 188 02878 39300
247 518 02878 39300
248 256 02879 39300
249 367 02882 39300
250 103 02886 39300
251 39 02886 39300
252 76 02886 39300
253 1464 02886 39300
254 30061 02886 39300
255 80585 02888 47900
256 1284 02891 39300
257 1425 02893 39300
258 1114 02893 39300
259 30178 02895 39300
260 30178 02896 39300
261 30190 02908 39300
262 21261 02910 39300
263 193 02911 39300
264 1539 02911 39300
265 20673 02911 39300
266 10722 02915 39300
267 30412 02915 39300
268 1094 02916 39300
269 504 02916 39300
270 30141 02917 39300
271 109 02919 39300
272 31408 02919 39300
273 440 02920 39300
274 1140 02920 39300
275 30198 02921 39300
276 981 03045 31700
277 6 03053 14460
278 31407 03053 14460
279 813 03054 31700
280 20622 03054 31700
281 21041 03054 14460
282 20971 03060 31700
283 970 03062 31700
284 30475 03070 31700
285 21499 03077 14460
286 21037 03086 14460
287 20355 03102 31700
288 80117 03103 31700
289 622 03104 31700
290 955 03104 31700
291 30306 03104 31700
292 619 03110 31700
293 10462 03225 31700
294 30825 03229 0
295 105 03237 0
296 198 03249 0
297 2313 03284 0
298 161 03301 0
299 21009 03307 0
300 1160 03370 14460
301 513 03431 0
302 30250 03462 0
303 1780 03466 0
304 12 03470 0
305 271 03570 0
306 1856 03570 0
307 1637 03582 0
308 808 03603 0
309 1165 03741 0
310 2235 03743 0
311 656 03748 0
312 10577 03773 0
313 301 03813 0
314 519 03817 0
315 1852 03820 14460
316 31004 03833 14460
317 545 03837 0
318 1157 03838 0
319 20948 03855 14460
320 1408 03858 14460
321 929 03860 0
322 1788 03862 14460
323 1567 03869 14460
324 340 03872 0
325 1516 03873 14460
326 1383 03874 14460
327 649 03875 0
328 52084 03883 14460
329 1078 03885 14460
330 216 03894 0
331 914 03894 0
332 1060 03902 38860
333 1066 03903 38860
334 30151 03903 38860
335 1065 03909 38860
336 31084 03925 31540
337 89 04005 38860
338 21372 04049 38860
339 10797 04055 38860
340 779 04062 38860
341 335 04064 38860
342 951 04072 38860
343 240 04073 38860
344 587 04074 38860
345 30951 04095 38860
346 30056 04102 38860
347 966 04102 38860
348 968 04105 38860
349 21263 04210 30340
350 1083 04210 30340
351 50816 04210 30340
352 630 04240 30340
353 1085 04259 0
354 1442 04259 0
355 987 04263 30340
356 1654 04268 0
357 1509 04294 0
358 1923 04345 0
359 2075 04345 0
360 1285 04401 12620
361 20027 04401 12620
362 80430 04401 12620
363 1037 04472 0
364 1880 04548 38860
365 51469 04605 0
366 1147 04628 0
367 1323 04668 0
368 1067 04684 0
369 10976 04769 25540
370 31054 04769 0
371 630 04843 0
372 1441 04862 0
373 2792 04901 0
374 2245 04910 0
375 53 04921 0
376 1174 04928 12620
377 372 04952 0
378 20546 04965 0
379 123 04967 0
380 213 05001 0
381 30439 05032 0
382 30413 05045 0
383 712 05053 0
384 531 05143 0
385 30695 05149 0
386 258 05156 0
387 131 05170 49340
388 440 05201 0
389 1000 05201 0
390 30176 05257 0
391 902 05282 0
392 305 05301 0
393 311 05301 0
394 1921 05345 0
395 407 05346 0
396 51822 05427 19380
397 592 05446 15540
398 554 05446 15540
399 1472 05450 0
400 957 05452 15540
401 539 05452 15540
402 1576 05457 15540
403 31013 05457 15540
404 184 05470 15540
405 2033 05476 15540
406 547 05477 15540
407 922 05488 15540
408 273 05491 0
409 2675 05558 30780
410 2718 05588 16980
411 52085 05667 15540
412 1993 05672 0
413 483 05674 0
414 2670 05701 0
415 1470 05701 0
416 1047 05738 0
417 1184 05777 0
418 524 05819 0
419 331 05820 0
420 858 05821 0
421 187 05829 0
422 49 05851 0
423 156 05855 0
424 820 06001 25540
425 399 06002 25540
426 30320 06002 25540
427 1754 06010 25540
428 1170 06010 25540
429 194 06029 25540
430 251 06029 25540
431 1297 06029 25540
432 1 06033 25540
433 2789 06033 25540
434 31129 06033 25540
435 733 06042 25540
436 980 06042 25540
437 20526 06042 40380
438 20857 06042 25540
439 838 06062 25540
440 21360 06070 25540
441 1326 06071 25540
442 382 06076 25540
443 1400 06082 25540
444 30188 06084 25540
445 50535 06088 25540
446 31151 06095 25540
447 1435 06098 0
448 142 06109 25540
449 20929 06109 25540
450 30184 06111 25540
451 655 06112 25540
452 1881 06118 25540
453 947 06119 25540
454 30195 06226 0
455 286 06231 25540
456 596 06234 0
457 93 06238 25540
458 585 06241 0
459 1177 06247 0
460 2053 06249 35980
461 49 06260 0
462 1839 06268 25540
463 30979 06278 25540
464 50557 06330 35980
465 1891 06333 12100
466 1468 06333 35980
467 636 06334 35980
468 30181 06334 35980
469 328 06339 35980
470 510 06339 35980
471 2934 06351 35980
472 725 06354 0
473 718 06357 35980
474 1526 06365 35980
475 997 06365 35980
476 30180 06371 35980
477 1551 06371 25540
478 30401 06371 35980
479 80455 06378 12060
480 1283 06385 35980
481 30011 06410 35300
482 51386 06410 35300
483 552 06415 35980
484 1095 06416 25540
485 1425 06418 35300
486 30197 06418 35300
487 482 06427 0
488 80021 06437 35300
489 643 06443 35300
490 1327 06447 25540
491 1729 06450 35300
492 2093 06457 25540
493 3089 06457 25540
494 20166 06457 47900
495 378 06470 0
496 30969 06470 14860
497 1395 06482 14860
498 1132 06483 35300
499 836 06483 35300
500 50795 06483 35300
501 725 06484 14860
502 646 06488 35300
503 1157 06489 25540
504 53 06492 35300
505 31145 06492 35300
506 393 06511 35300
507 3084 06512 35300
508 30158 06512 35300
509 546 06513 35300
510 30057 06514 35300
511 1026 06516 35300
512 20633 06516 35300
513 19 06518 35300
514 3025 06607 14860
515 20630 06607 14860
516 31010 06610 14860
517 23 06611 14860
518 580 06614 14860
519 1072 06614 14860
520 1423 06677 0
521 1811 06704 35300
522 2335 06705 35300
523 455 06708 35300
524 51250 06708 35300
525 30790 06708 35300
526 1614 06759 41620
527 1766 06770 35300
528 1587 06776 0
529 1393 06776 0
530 2272 06782 0
531 1476 06790 0
532 1062 06791 0
533 1825 06791 0
534 20768 06810 14860
535 30194 06820 14860
536 21103 06824 14860
537 1451 06825 14860
538 245 06840 14860
539 360 06853 14860
540 501 06853 14860
541 31417 06854 14860
542 50714 06877 14860
543 662 06880 14860
544 285 06883 14860
545 967 06902 14860
546 1844 06902 14860
547 735 06902 14860
548 925 06905 14860
549 736 06906 14860
550 30247 06907 14860
551 2254 07002 35620
552 50640 07002 12100
553 1426 07004 35620
554 80113 07006 35620
555 21076 07009 35620
556 1368 07010 35620
557 1514 07011 35620
558 730 07012 35620
559 1444 07013 35620
560 1435 07013 35620
561 30962 07013 35620
562 1312 07018 35620
563 10781 07018 35620
564 311 07024 35620
565 30149 07029 35620
566 1560 07031 35620
567 1042 07032 35620
568 80133 07032 35620
569 33 07034 35620
570 794 07035 35620
571 1972 07036 35620
572 1268 07043 35620
573 21268 07044 35620
574 2329 07050 35620
575 52056 07050 35620
576 10002 07054 35620
577 20280 07055 35620
578 21459 07055 35620
579 1342 07055 35620
580 1732 07055 35620
581 3049 07057 35620
582 51673 07065 35620
583 50 07070 35620
584 30151 07076 35620
585 20246 07083 35620
586 20918 07083 35620
587 20025 07087 35620
588 1655 07092 0
589 225 07097 38900
590 1798 07103 35620
591 47 07105 35620
592 2055 07105 35620
593 1335 07106 35620
594 1943 07106 35620
595 792 07109 35620
596 1278 07109 35620
597 80478 07110 35620
598 780 07111 35620
599 10770 07111 35620
600 641 07112 35620
601 30964 07204 35620
602 533 07205 35620
603 21 07304 35620
604 1377 07304 35620
605 374 07306 35620
606 10097 07310 35620
607 88 07360 35980
608 104 07405 35620
609 233 07409 46140
610 30689 07410 35620
611 31153 07420 35620
612 815 07424 35620
613 1054 07424 35620
614 1680 07428 35620
615 2030 07430 35620
616 20004 07432 35620
617 30379 07432 35620
618 14 07436 35620
619 2804 07438 35620
620 308 07446 35620
621 664 07470 35620
622 1537 07470 35620
623 1204 07480 35620
624 32 07481 35620
625 975 07506 35620
626 20924 07506 35620
627 21048 07522 35620
628 2401 07525 0
629 10749 07601 35620
630 1320 07604 35620
631 1347 07620 35620
632 82 07621 35620
633 51945 07631 35620
634 450 07642 35620
635 569 07642 35620
636 1408 07644 35620
637 20789 07644 35620
638 38 07645 35620
639 50505 07657 35620
640 60 07662 35620
641 582 07663 35620
642 985 07666 35620
643 771 07666 35620
644 30196 07666 35620
645 348 07675 35620
646 30217 07713 36740
647 2881 07716 35620
648 34 07719 35620
649 20793 07719 35620
650 1085 07724 35620
651 80096 07728 35620
652 52138 07731 35620
653 10771 07747 35620
654 7 07747 35620
655 30713 07747 35620
656 52054 07748 35620
657 243 07753 35620
658 1248 07753 35620
659 51832 07753 35620
660 51917 07754 31100
661 1445 07755 35620
662 159 07758 35620
663 1394 07801 35620
664 20582 07826 35620
665 30167 07834 35620
666 1294 07836 35620
667 357 07840 10900
668 2220 07840 10900
669 2 07840 10900
670 30938 07840 10900
671 1438 07848 35620
672 2653 07853 35620
673 1551 07860 35620
674 477 07866 35620
675 1199 07870 10900
676 20072 07871 35620
677 179 07876 35620
678 1840 07882 35620
679 553 07882 10900
680 20936 07882 10900
681 30030 07882 10900
682 31226 07921 35620
683 1362 07922 35620
684 749 07928 35620
685 1488 07932 35620
686 467 07934 35620
687 30394 07940 35620
688 1238 07960 35620
689 526 07960 35620
690 31193 07960 35620
691 80562 08002 37980
692 30148 08003 37980
693 827 08003 37980
694 20835 08004 37980
695 1803 08004 37980
696 202 08006 35620
697 490 08006 35620
698 395 08009 37980
699 31344 08012 37980
700 20426 08016 37980
701 650 08027 37980
702 716 08028 37980
703 287 08032 47220
704 1038 08034 37980
705 846 08035 37980
706 20824 08035 37980
707 404 08037 12100
708 20454 08043 37980
709 624 08046 37980
710 346 08046 37980
711 20177 08046 37980
712 926 08048 37980
713 361 08051 37980
714 2263 08053 37980
715 1241 08054 37980
716 10635 08054 37980
717 30224 08055 37980
718 30230 08055 35620
719 30729 08055 37980
720 2530 08056 37980
721 952 08057 37980
722 2669 08057 37980
723 897 08060 37980
724 30948 08062 37980
725 568 08065 37980
726 319 08066 37980
727 217 08068 37980
728 2014 08071 37980
729 537 08078 37980
730 30207 08079 37980
731 978 08080 37980
732 1852 08080 37980
733 2343 08081 37980
734 80109 08085 37980
735 845 08093 37980
736 30992 08093 37980
737 777 08094 37980
738 74 08094 37980
739 2029 08094 37980
740 1449 08094 37980
741 5 08096 37980
742 2326 08096 37980
743 43 08096 37980
744 31 08098 37980
745 21485 08106 37980
746 31221 08106 37980
747 31393 08106 35620
748 30968 08108 37980
749 825 08117 35620
750 1590 08204 36140
751 1723 08205 12100
752 21168 08210 36140
753 1218 08218 19820
754 263 08226 36140
755 2883 08265 12100
756 31324 08302 47220
757 10257 08312 37980
758 20004 08322 23540
759 1235 08332 47220
760 1362 08332 47220
761 346 08332 47220
762 50975 08332 47220
763 21148 08360 47220
764 30193 08360 47220
765 1318 08360 47220
766 30023 08512 45940
767 30202 08514 35620
768 1531 08518 37980
769 125 08527 35620
770 527 08530 35620
771 30212 08533 35620
772 20671 08536 41860
773 1135 08540 45940
774 412 08550 45940
775 862 08550 45940
776 564 08558 45940
777 603 08559 35620
778 31336 08610 45940
779 30266 08611 45940
780 487 08618 45940
781 832 08619 45940
782 993 08619 45940
783 1378 08620 45940
784 848 08628 45940
785 80528 08631 24540
786 1257 08638 45940
787 31399 08638 45940
788 21293 08648 45940
789 20967 08648 35620
790 277 08651 14860
791 1145 08691 35620
792 361 08691 45940
793 30130 08701 35620
794 592 08701 35620
795 1506 08701 35620
796 51309 08701 35620
797 51852 08701 25060
798 206 08721 35620
799 1893 08721 35620
800 2874 08723 35620
801 602 08723 35620
802 20022 08724 35620
803 51375 08731 35620
804 1188 08732 35620
805 552 08742 35620
806 30425 08742 35620
807 50475 08751 35620
808 950 08753 35620
809 51108 08753 35620
810 189 08755 35620
811 1100 08757 35620
812 1127 08759 35620
813 31316 08759 35620
814 1093 08781 35620
815 1519 08807 35620
816 154 08807 35620
817 2681 08807 35620
818 599 08812 35620
819 1063 08816 35620
820 21046 08816 35620
821 30301 08816 35620
822 50176 08817 35620
823 1772 08820 35620
824 80454 08820 35620
825 209 08822 35620
